entity_id,case_id,sentence_id,type,original_span,normalized_label,start_char,end_char,attributes,rule_id
PMC11783470_01_M0003,PMC11783470_01,6.0,Measurement,200 ng/mL,200 ng/mL,469.0,478.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""ng/mL"", ""value"": 200}",measurement_value_unit_v1
PMC11783470_01_M0004,PMC11783470_01,6.0,Measurement,76 mcg/dL,76 mcg/dL,489.0,498.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mcg/dL"", ""value"": 76}",measurement_value_unit_v1
PMC11783470_01_M0005,PMC11783470_01,7.0,Measurement,<20%,<20 %,567.0,571.0,"{""comparator"": ""<"", ""measurement_type"": ""percentage"", ""unit"": ""%"", ""value"": 20}",measurement_percentage_v1
PMC11783470_01_M0006,PMC11783470_01,8.0,Measurement,7-mm,7 mm,731.0,735.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mm"", ""value"": 7}",measurement_value_unit_v1
PMC11783470_01_M0007,PMC11783470_01,15.0,Measurement,3 months,3 months,1661.0,1669.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""months"", ""value"": 3}",measurement_value_unit_v1
PMC2817501_01_M0001,PMC2817501_01,3.0,Measurement,120/80 mmHg,120/80 mmHg,336.0,347.0,"{""diastolic"": 80, ""measurement_type"": ""blood_pressure"", ""systolic"": 120, ""unit"": ""mmHg""}",measurement_blood_pressure_v1
PMC2817501_01_M0002,PMC2817501_01,3.0,Measurement,92 beats/min,92 beats/min,360.0,372.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""beats/min"", ""value"": 92}",measurement_value_unit_v1
PMC2817501_01_M0003,PMC2817501_01,5.0,Measurement,30 mmHg,30 mmHg,591.0,598.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mmHg"", ""value"": 30}",measurement_value_unit_v1
PMC2817501_01_M0004,PMC2817501_01,5.0,Measurement,20 mmHg,20 mmHg,677.0,684.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mmHg"", ""value"": 20}",measurement_value_unit_v1
PMC2817501_01_M0005,PMC2817501_01,5.0,Measurement,1.8 cm2,1.8 cm2,700.0,707.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""cm2"", ""value"": 1.8}",measurement_value_unit_v1
PMC2817501_01_M0006,PMC2817501_01,5.0,Measurement,30%,30 %,789.0,792.0,"{""measurement_type"": ""percentage"", ""unit"": ""%"", ""value"": 30}",measurement_percentage_v1
PMC2817501_01_M0007,PMC2817501_01,5.0,Measurement,68 mmHg,68 mmHg,832.0,839.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mmHg"", ""value"": 68}",measurement_value_unit_v1
PMC2817501_01_M0008,PMC2817501_01,6.0,Measurement,90%,90 %,946.0,949.0,"{""measurement_type"": ""percentage"", ""unit"": ""%"", ""value"": 90}",measurement_percentage_v1
PMC2817501_01_M0009,PMC2817501_01,9.0,Measurement,29 mm,29 mm,1503.0,1508.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mm"", ""value"": 29}",measurement_value_unit_v1
PMC2817501_01_M0010,PMC2817501_01,10.0,Measurement,21 mm,21 mm,1830.0,1835.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mm"", ""value"": 21}",measurement_value_unit_v1
PMC11368112_01_M0001,PMC11368112_01,4.0,Measurement,38.7 C,38.7 C,392.0,398.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""C"", ""value"": 38.7}",measurement_value_unit_v1
PMC11368112_01_M0002,PMC11368112_01,5.0,Measurement,85%,85 %,532.0,535.0,"{""measurement_type"": ""percentage"", ""unit"": ""%"", ""value"": 85}",measurement_percentage_v1
PMC11368112_01_M0003,PMC11368112_01,5.0,Measurement,65 mg/L,65 mg/L,542.0,549.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mg/L"", ""value"": 65}",measurement_value_unit_v1
PMC11368112_01_M0004,PMC11368112_01,5.0,Measurement,55 mm/h,55 mm/h,556.0,563.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mm/h"", ""value"": 55}",measurement_value_unit_v1
PMC11368112_01_M0005,PMC11368112_01,5.0,Measurement,26.12 mg/L,26.12 mg/L,578.0,588.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mg/L"", ""value"": 26.12}",measurement_value_unit_v1
PMC11368112_01_M0006,PMC11368112_01,10.0,Measurement,39.5 C,39.5 C,1130.0,1136.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""C"", ""value"": 39.5}",measurement_value_unit_v1
PMC11368112_01_M0007,PMC11368112_01,11.0,Measurement,39.8 C,39.8 C,1289.0,1295.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""C"", ""value"": 39.8}",measurement_value_unit_v1
PMC11368112_01_M0008,PMC11368112_01,16.0,Measurement,3 x 3 cm,3 cm x 3 cm,1779.0,1787.0,"{""measurement_type"": ""dimension"", ""units"": [""cm"", ""cm""], ""values"": [3, 3]}",measurement_dimension_v1
PMC11368112_01_M0009,PMC11368112_01,19.0,Measurement,0.2-0.8 cm,0.2-0.8 cm,2280.0,2290.0,"{""high"": 0.8, ""low"": 0.2, ""measurement_type"": ""range"", ""unit"": ""cm""}",measurement_range_v1
PMC11368112_01_M0010,PMC11368112_01,23.0,Measurement,80 mg per day,80 mg/day,2966.0,2979.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mg/day"", ""value"": 80}",measurement_value_unit_v1
PMC11368112_01_M0011,PMC11368112_01,23.0,Measurement,60 mg per day,60 mg/day,3000.0,3013.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mg/day"", ""value"": 60}",measurement_value_unit_v1
PMC11368112_01_M0012,PMC11368112_01,23.0,Measurement,5 mg,5 mg,3043.0,3047.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mg"", ""value"": 5}",measurement_value_unit_v1
PMC11368112_01_M0013,PMC11368112_01,23.0,Measurement,5 mg,5 mg,3064.0,3068.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mg"", ""value"": 5}",measurement_value_unit_v1
PMC11368112_01_M0014,PMC11368112_01,23.0,Measurement,200 mg per day,200 mg/day,3093.0,3107.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""mg/day"", ""value"": 200}",measurement_value_unit_v1
PMC11368112_01_M0015,PMC11368112_01,25.0,Measurement,14 days,14 days,3330.0,3337.0,"{""measurement_type"": ""simple_measurement"", ""unit"": ""days"", ""value"": 14}",measurement_value_unit_v1
